จำนวน (คน),0,0,0,0,0,0
แรงงานต่างด้าว ลาว (คน),0,0,0,0,0,0
แรงงานต่างด้าว พม่า (คน),0,0,6,0,0,10
แรงงานต่างด้าว กัมพูชา (คน),0,0,0,9,0,0
แรงงานต่างด้าว มอญ (คน),0,0,0,0,0,9
แรงงานต่างด้าว เวียดนาม (คน),0,0,0,0,9,0
ผ่านการอบรมสุขาภิบาลอาหาร (คน),0,0,0,0,0,0
มีบัตรประจำตัวผู้สัมผัสอาหาร (คน),0,0,0,0,0,0
ไม่เคยผ่านการอบรมสุขาภิบาลอาหาร (คน),0,0,0,0,0,0
